Gene symbol	Gene name	Accession DB	Accession ID
IGF2	insulin like growth factor 2		3481
IGF2BP1	insulin like growth factor 2 mRNA binding protein 1		10642
IGF2BP2	insulin like growth factor 2 mRNA binding protein 2		10644
IGF2BP3	insulin like growth factor 2 mRNA binding protein 3		10643
IGF2OS	"insulin-like growth factor 2, opposite strand"		111975
IGF2R	insulin like growth factor 2 receptor		3482
IGFALS	insulin like growth factor binding protein acid labile subunit		3483
IGFBP1	insulin like growth factor binding protein 1		3484
IGFBP2	insulin like growth factor binding protein 2		3485
IGFBP3	insulin like growth factor binding protein 3		3486
IGFBP3Q1	insulin-like growth factor binding protein 3 QTL 1		112379
IGFBP3Q2	insulin-like growth factor binding protein 3 QTL 2		112380
IGFBP4	insulin like growth factor binding protein 4		3487
IGFBP5	insulin like growth factor binding protein 5		3488
IGFBP6	insulin like growth factor binding protein 6		3489
IGFBP7	insulin like growth factor binding protein 7		3490
IGFBPL1	insulin like growth factor binding protein like 1		347252
IGFL3	IGF like family member 3		388555
IGFLR1	IGF like family receptor 1		79713
IGFN1	immunoglobulin like and fibronectin type III domain containing 1		91156
IGH	immunoglobulin heavy locus		3492
IGH-6	immunoglobulin heavy chain 6		299357
IGH-7	immunoglobulin heavy chain 7 (heavy chain of IgE)		16020
IGH-8	immunoglobulin heavy chain 8 (heavy chain of IgG3)		16021
IGHA	immunoglobulin heavy constant alpha		238447
IGH-AA1	immunoglobulin heavy chain Aa1		110220
IGH-AA2	immunoglobulin heavy chain Aa2		110221
IGH-AA3	immunoglobulin heavy chain Aa3		110222
IGH-ARS	immunoglobulin heavy chain Ars		110223
IGH-BGL	immunoglobulin heavy chain Bgl		110224
IGH-C	immunoglobulin heavy chain constant region		111672
IGHD	immunoglobulin heavy constant delta		3495
IGH-D	immunoglobulin heavy chain diversity region		111695
IGHD1-1	immunoglobulin heavy diversity 1-1		28510
IGHD1-2	immunoglobulin heavy diversity 1-2		777658
IGHD2-1	Immunoglobulin heavy diversity 2-1		777659
IGHD2-10	immunoglobulin heavy diversity 2-10		777660
IGHD2-3	immunoglobulin heavy diversity 2-3		777679
IGHD2-4	immunoglobulin heavy diversity 2-4		777677
IGHD2-5	immunoglobulin heavy diversity 2-5		777675
IGHD2-6	immunoglobulin heavy diversity 2-6		777672
IGHD2-7	immunoglobulin heavy diversity 2-7		777667
IGHD2-8	immunoglobulin heavy diversity 2-8		28504
IGHD3-1	immunoglobulin heavy diversity 3-1		777681
IGHD3-2	immunoglobulin heavy diversity 3-2		777662
IGHD4-1	immunoglobulin heavy diversity 4-1		777661
IGHD5-1	immunoglobulin heavy diversity 5-1		777682
IGHD5-2	immunoglobulin heavy diversity 5-2		777676
IGHD5-3	immunoglobulin heavy diversity 5-3		777674
IGHD5-4	immunoglobulin heavy diversity 5-4		777670
IGHD5-5	immunoglobulin heavy diversity 5-5		28492
IGHD5-6	immunoglobulin heavy diversity 5-6		777663
IGHD5-7	immunoglobulin heavy diversity 5-7		777673
IGHD5-8	immunoglobulin heavy diversity 5-8		777669
IGHD6-1	immunoglobulin heavy diversity 6-1		777680
IGHD6-2	immunoglobulin heavy diversity 6-2		777678
IGH-DEX	immunoglobulin heavy chain Dex		110225
IGHE	immunoglobulin heavy constant epsilon		3497
IGHG	Immunoglobulin heavy chain (gamma polypeptide)		380794
IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)		3500
IGHG2A	immunoglobulin heavy constant gamma 2A		380793
IGHG2B	immunoglobulin heavy constant gamma 2B		16016
IGHG2C	immunoglobulin heavy constant gamma 2C		404711
IGHG3	immunoglobulin heavy constant gamma 3 (G3m marker)		3502
IGH-GTE	immunoglobulin heavy chain Gte		110226
IGH-IA	immunoglobulin heavy chain Ia		16031
IGH-INU	immunoglobulin heavy chain Inu		110227
IGH-J	"immunoglobulin heavy chain, joining region"		16033
IGHJ1	immunoglobulin heavy joining 1		28483
IGHJ2	immunoglobulin heavy joining 2		28481
IGHJ3	immunoglobulin heavy joining 3		28479
IGHJ4	immunoglobulin heavy joining 4		28477
IGH-LEV	immunoglobulin heavy chain Lev		110228
IGHM	immunoglobulin heavy constant mu		3507
IGHMAC38.205.12	Ig mu chain V region AC38 205.12		380820
IGHMBP2	immunoglobulin mu DNA binding protein 2		3508
IGH-NBP	immunoglobulin heavy chain Nbp		110229
IGH-NP	immunoglobulin heavy chain Np		110178
IGH-NS1	immunoglobulin heavy chain Ns1		110230
IGH-NS2	immunoglobulin heavy chain Ns2		110231
IGH-NS3	immunoglobulin heavy chain Ns3		110232
IGH-NS4	immunoglobulin heavy chain Ns4		110233
IGH-NS5	immunoglobulin heavy chain Ns5		110234
IGH-PC	immunoglobulin heavy chain Pc		110179
IGH-SA1	immunoglobulin heavy chain Sa1		16043
IGH-SA2	immunoglobulin heavy chain Sa2		110235
IGH-SA3	immunoglobulin heavy chain Sa3		110236
IGH-SA4	immunoglobulin heavy chain Sa4		110237
IGH-SA5	immunoglobulin heavy chain Sa5		110238
IGH-SRC	immunoglobulin heavy chain src		110239
IGH-V	immunoglobulin heavy chain variable region		16049
IGH-V10	immunoglobulin heavy chain (V10 family)		16050
IGHV10-1	immunoglobulin heavy variable 10-1		380808
IGHV10-2	immunoglobulin heavy variable V10-2		780860
IGHV10-3	immunoglobulin heavy variable V10-3		380809
IGHV10-4	immunoglobulin heavy variable V10-4		780862
IGH-V11	immunoglobulin heavy chain (V11 family)		16051
IGHV1-1	immunoglobulin heavy variable V1-1		780834
IGHV1-10	immunoglobulin heavy variable V1-10		637050
IGHV1-11	immunoglobulin heavy variable V1-11		629859
IGHV11-1	immunoglobulin heavy variable 11-1		780804
IGHV1-12	immunoglobulin heavy variable 1-12 (pseudogene)		28471
IGHV11-2	immunoglobulin heavy variable V11-2		780818
IGHV1-13	immunoglobulin heavy variable V1-13		780865
IGHV1-14	immunoglobulin heavy variable 1-14 (pseudogene)		28470
IGHV1-15	immunoglobulin heavy variable 1-15		629865
IGHV1-16	immunoglobulin heavy variable 1-16		629866
IGHV1-17	immunoglobulin heavy variable 1-17 (pseudogene)		28469
IGHV1-17-1	immunoglobulin heavy variable V1-17-1		780926
IGHV1-18	immunoglobulin heavy variable 1-18		28468
IGHV1-19	immunoglobulin heavy variable V1-19		382692
IGHV1-19-1	immunoglobulin heavy variable 1-19-1		668493
IGH-V12	immunoglobulin heavy chain (V12 family)		111665
IGHV1-2	immunoglobulin heavy variable 1-2		28474
IGHV1-20	immunoglobulin heavy variable V1-20		668497
IGHV1-21	immunoglobulin heavy variable V1-21		668499
IGHV12-1	immunoglobulin heavy variable V12-1		780823
IGHV1-21-1	immunoglobulin heavy variable 1-21-1		631595
IGHV1-22	immunoglobulin heavy variable 1-22		780883
IGHV12-2	immunoglobulin heavy variable V12-2		780824
IGHV1-23	immunoglobulin heavy variable V1-23		780884
IGHV12-3	immunoglobulin heavy variable V12-3		435321
IGHV1-24	immunoglobulin heavy variable 1-24		28467
IGHV1-25	immunoglobulin heavy variable 1-25		640497
IGHV1-26	immunoglobulin heavy variable 1-26		629884
IGHV1-27	immunoglobulin heavy variable V1-27		780886
IGHV1-28	immunoglobulin heavy variable 1-28		668510
IGHV1-29	immunoglobulin heavy variable V1-29		780887
IGHV1-3	immunoglobulin heavy variable 1-3		28473
IGHV1-30	immunoglobulin heavy variable 1-30		668511
IGHV1-31	immunoglobulin heavy variable 1-31		629893
IGHV13-1	immunoglobulin heavy variable 13-1		780828
IGHV1-32	immunoglobulin heavy variable V1-32		780888
IGHV13-2	immunoglobulin heavy variable 13-2		629842
IGHV1-33	immunoglobulin heavy variable 1-33		641247
IGHV134	Ig heavy chain V region 134		674078
IGHV1-34	immunoglobulin heavy variable 1-34		628614
IGHV1-35	immunoglobulin heavy variable 1-35		668515
IGHV1-36	immunoglobulin heavy variable 1-36		629897
IGHV1-37	immunoglobulin heavy variable 1-37		668517
IGHV1-38	immunoglobulin heavy variable V1-38		780890
IGHV1-39	immunoglobulin heavy variable 1-39		780891
IGHV1-4	immunoglobulin heavy variable 1-4		432702
IGHV1-40	immunoglobulin heavy variable V1-40		780892
IGHV1-41	immunoglobulin heavy variable 1-41		629904
IGHV14-1	immunoglobulin heavy variable 14-1		780801
IGHV1-42	immunoglobulin heavy variable V1-42		629906
IGHV14-2	immunoglobulin heavy variable 14-2		668421
IGHV1-43	immunoglobulin heavy variable V1-43		629908
IGHV14-3	immunoglobulin heavy variable V14-3		238418
IGHV1-44	immunoglobulin heavy variable V1-44		668521
IGHV14-4	immunoglobulin heavy variable 14-4		629826
IGHV1-45	immunoglobulin heavy variable 1-45		28466
IGHV1-46	immunoglobulin heavy variable 1-46		28465
IGHV1-47	immunoglobulin heavy variable 1-47		629915
IGHV1-48	immunoglobulin heavy variable V1-48		780928
IGHV1-49	immunoglobulin heavy variable 1-49		629925
IGH-V15	immunoglobulin heavy chain (V15 family)		16053
IGHV1-5	immunoglobulin heavy variable V1-5		668469
IGHV1-50	immunoglobulin heavy variable 1-50		780929
IGHV1-51	immunoglobulin heavy variable V1-51		780930
IGHV15-1	immunoglobulin heavy variable V15-1		780827
IGHV1-52	immunoglobulin heavy variable 1-52		382696
IGHV15-2	immunoglobulin heavy variable V15-2		780864
IGHV1-53	immunoglobulin heavy variable 1-53		780931
IGHV1-54	immunoglobulin heavy variable V1-54		211331
IGHV1-55	immunoglobulin heavy variable 1-55		780932
IGHV1-56	immunoglobulin heavy variable 1-56		382695
IGHV1-57	immunoglobulin heavy variable V1-57		780937
IGHV1-58	immunoglobulin heavy variable 1-58		28464
IGHV1-59	immunoglobulin heavy variable V1-59		432708
IGHV1-6	immunoglobulin heavy variable V1-6		780861
IGHV1-60	immunoglobulin heavy variable V1-60		780940
IGHV1-61	immunoglobulin heavy variable 1-61		674018
IGHV16-1	immunoglobulin heavy variable 16-1		629812
IGHV1-62	immunoglobulin heavy variable V1-62		668542
IGHV1-62-1	immunoglobulin heavy variable 1-62-1		668544
IGHV1-62-2	immunoglobulin heavy variable 1-62-2		238448
IGHV1-62-3	immunoglobulin heavy variable 1-62-3		668549
IGHV1-63	immunoglobulin heavy variable V1-63		780956
IGHV1-64	immunoglobulin heavy variable 1-64		380823
IGHV1-65	immunoglobulin heavy variable V1-65		780958
IGHV1-66	immunoglobulin heavy variable 1-66		380824
IGHV1-67	immunoglobulin heavy variable 1-67 (pseudogene)		28463
IGHV1-68	immunoglobulin heavy variable 1-68 (pseudogene)		28462
IGHV1-69	immunoglobulin heavy variable 1-69		28461
IGHV1-7	immunoglobulin heavy variable V1-7		668474
IGHV1-70	immunoglobulin heavy variable 1-70		638634
IGHV1-71	immunoglobulin heavy variable 1-71		619886
IGHV1-72	immunoglobulin heavy variable 1-72		619916
IGHV1-73	immunoglobulin heavy variable 1-73		668577
IGHV1-74	immunoglobulin heavy variable V1-74		100775173
IGHV1-75	immunoglobulin heavy variable 1-75		622728
IGHV1-76	immunoglobulin heavy variable 1-76		100775174
IGHV1-77	immunoglobulin heavy variable 1-77		619994
IGHV1-78	immunoglobulin heavy variable 1-78		213570
IGHV1-79	immunoglobulin heavy variable 1-79		435331
IGHV1-8	immunoglobulin heavy variable 1-8		28472
IGHV1-80	immunoglobulin heavy variable 1-80		668589
IGHV1-81	immunoglobulin heavy variable 1-81		668591
IGHV1-82	immunoglobulin heavy variable 1-82		100775175
IGHV1-83	immunoglobulin heavy variable 1-83		620140
IGHV1-84	immunoglobulin heavy variable 1-84		434609
IGHV1-85	immunoglobulin heavy variable 1-85		668597
IGHV1-86	immunoglobulin heavy variable 1-86		668599
IGHV1-9	immunoglobulin heavy variable V1-9		668478
IGHV2-1	immunoglobulin heavy variable 2-1		777684
IGHV2-2	immunoglobulin heavy variable 2-2		777686
IGHV2-3	immunoglobulin heavy variable 2-3		238412
IGH-V24	immunoglobulin heavy chain (V24 family)		111666
IGHV2-4	immunoglobulin heavy variable V2-4		668389
IGHV2-5	immunoglobulin heavy variable 2-5		28457
IGHV2-6	immunoglobulin heavy variable 2-6		630486
IGHV2-6-8	immunoglobulin heavy variable 2-6-8		791090
IGHV2-7	immunoglobulin heavy variable 2-7		780793
IGHV2-8	immunoglobulin heavy variable V2-8		780797
IGHV2-9	immunoglobulin heavy variable 2-9		640046
IGHV2-9-1	immunoglobulin heavy variable 2-9-1		791089
IGH-V31	immunoglobulin heavy chain (V31 family)		16055
IGHV3-1	immunoglobulin heavy variable 3-1		780803
IGHV3-2	immunoglobulin heavy variable 3-2		780817
IGHV3-3	immunoglobulin heavy variable V3-3		668438
IGHV3-4	immunoglobulin heavy variable V3-4		629833
IGHV3-5	immunoglobulin heavy variable 3-5		633457
IGHV3-6	immunoglobulin heavy variable 3-6 (pseudogene)		28453
IGH-V3609	immunoglobulin heavy chain (V3609 family)		111705
IGH-V3609N	immunoglobulin heavy chain (V3609N non-productive)		16057
IGH-V3660	immunoglobulin heavy chain (V3660 family)		16058
IGHV3-7	immunoglobulin heavy variable 3-7		28452
IGHV3-8	immunoglobulin heavy variable V3-8		780831
IGHV4-1	immunoglobulin heavy variable 4-1		780802
IGHV4-2	immunoglobulin heavy variable V4-2		668423
IGHV4S2	Ig heavy chain V region		630270
IGHV5-1	immunoglobulin heavy variable V5-1		777683
IGHV5-10	immunoglobulin heavy variable 5-10		777783
IGHV5-11	immunoglobulin heavy variable V5-11		777784
IGHV5-12	immunoglobulin heavy variable 5-12		668395
IGHV5-12-4	immunoglobulin heavy variable 5-12-4		628098
IGHV5-13	immunoglobulin heavy variable V5-13		790900
IGHV5-15	immunoglobulin heavy variable 5-15		780792
IGHV5-16	immunoglobulin heavy variable 5-16		633568
IGHV5-17	immunoglobulin heavy variable 5-17		780794
IGHV5-18	immunoglobulin heavy variable V5-18		780796
IGHV5-19	immunoglobulin heavy variable V5-19		780798
IGHV5-2	immunoglobulin heavy variable 5-2		777685
IGHV5-21	immunoglobulin heavy variable V5-21		780832
IGHV5-3	immunoglobulin heavy variable V5-3		777687
IGHV5-4	immunoglobulin heavy variable 5-4		777688
IGHV5-5	immunoglobulin heavy variable V5-5		777779
IGHV5-6	immunoglobulin heavy variable 5-6		777780
IGHV5-7	immunoglobulin heavy variable V5-7		777781
IGHV5-8	immunoglobulin heavy variable V5-8		777782
IGHV5-9	immunoglobulin heavy variable 5-9		544896
IGHV5-9-1	immunoglobulin heavy variable 5-9-1		641178
IGHV6-1	immunoglobulin heavy variable 6-1		28385
IGHV6-2	immunoglobulin heavy variable V6-2		780822
IGHV6-3	immunoglobulin heavy variable 6-3		629845
IGHV6-4	immunoglobulin heavy variable V6-4		628398
IGHV6-5	immunoglobulin heavy variable V6-5		639510
IGHV6-6	immunoglobulin heavy variable 6-6		238427
IGHV6-7	immunoglobulin heavy variable V6-7		432701
IGHV7-1	immunoglobulin heavy variable 7-1		780799
IGH-V7183	immunoglobulin heavy chain (V7183 family)		16059
IGHV7-2	immunoglobulin heavy variable 7-2		780800
IGHV7-3	immunoglobulin heavy variable 7-3		629822
IGHV7-4	immunoglobulin heavy variable 7-4		632654
IGHV8-1	immunoglobulin heavy variable V8-1		780833
IGHV8-10	immunoglobulin heavy variable V8-10		780957
IGHV8-11	immunoglobulin heavy variable V8-11		636462
IGHV8-12	immunoglobulin heavy variable V8-12		780960
IGHV8-13	immunoglobulin heavy variable 8-13		100775172
IGHV8-14	immunoglobulin heavy variable 8-14		668582
IGHV8-15	immunoglobulin heavy variable V8-15		100775176
IGHV8-16	immunoglobulin heavy variable V8-16		100775177
IGHV8-2	immunoglobulin heavy variable V8-2		629849
IGHV8-3	immunoglobulin heavy variable V8-3		780927
IGHV8-4	immunoglobulin heavy variable V8-4		629919
IGHV8-5	immunoglobulin heavy variable V8-5		640506
IGHV8-6	immunoglobulin heavy variable V8-6		629930
IGHV8-7	immunoglobulin heavy variable V8-7		780936
IGHV8-8	immunoglobulin heavy variable 8-8		780938
IGHV8-9	immunoglobulin heavy variable V8-9		432709
IGHV9-1	immunoglobulin heavy variable 9-1		195180
IGHV9-2	immunoglobulin heavy variable V9-2		629818
IGHV9-3	immunoglobulin heavy variable V9-3		780825
IGHV9-4	immunoglobulin heavy variable 9-4		636260
IGH-VGAM3.8	immunoglobulin heavy chain (VGAM3.8 family)		111749
IGHVHS107.A3.106	Ig heavy chain V region VHS107.a3.106		630347
IGH-VJ558	immunoglobulin heavy chain (J558 family)		16061
IGH-VJ606	immunoglobulin heavy chain (J606 family)		16062
IGH-VQ52	immunoglobulin heavy chain (Q52 family)		111667
IGH-VQ52N	immunoglobulin heavy chain (Q52N family)		111696
IGH-VS107	immunoglobulin heavy chain (S107 family)		16065
IGH-VSM7	"immunoglobulin heavy chain, (SM7 family)"		111668
IGH-VX24	immunoglobulin heavy chain (X24 family)		195176
IGIP	IgA inducing protein		492311
IGIS1	immunoglobulin isotype 1		104297
IGK	immunoglobulin kappa locus		50802
IGKC	immunoglobulin kappa constant		3514
IGK-EF2	immunoglobulin kappa chain Ef2		110205
IGK-EIK	"immunoglobulin kappa chain, enhancer intronic"		50510
IGK-J	"immunoglobulin kappa chain, joining region"		16073
IGKJ1	immunoglobulin kappa joining 1		28950
IGKJ2	immunoglobulin kappa joining 2		28949
IGKJ3	immunoglobulin kappa joining 3		28948
IGKJ4	immunoglobulin kappa joining 4		28947
IGKJ5	immunoglobulin kappa joining 5		28946
IGK-PC	immunoglobulin kappa chain Pc		110155
IGKRS	immunoglobulin kappa chain recombining segment		110754
IGK-V	immunoglobulin kappa chain complex variable region		16080
IGK-V1	immunoglobulin kappa chain variable 1 (V1)		16081
IGK-V10	immunoglobulin kappa chain variable 10 (V10)		111731
IGKV10-94	immunoglobulin kappa variable 10-94		667550
IGKV10-95	immunoglobulin kappa variable 10-95		434031
IGKV10-96	immunoglobulin kappa variable 10-96		692165
IGK-V10A	immunoglobulin kappa chain variable 10 (V10)A		110790
IGK-V10B	immunoglobulin kappa chain variable 10 (V10)B		110792
